Verb,Function,Level_1,Level_2,Level_3,
作威作福,,性质与状态,才品,进守,
哀,,生物活动,心理活动,悲伤,
趋之,,,,,
扫盲,,社会活动,文教,学习,
排班,,社会活动,文教,学习,
狂怒,,生物活动,心理活动,愤怒,
报案,,社会活动,司法,诉讼,
摹写,,社会活动,文教,写作,
烛照,,运动与变化,自然现象变化,照射发光,
承销,,,,,
酬谢,,社会活动,社交,感谢道歉,
割爱,,运动与变化,数量变化,消除,
倾赖,,,,,
蔓延,,运动与变化,方位变化,伸缩,
合唱,,社会活动,文教,演出,
无怨无尤,,,,,
绵延,,运动与变化,方位变化,靠近相隔,
冒渎,,社会活动,争斗,违背,
凝瞬,,,,,
鄙睨,,,,,
乏味,,性质与状态,性质,灵滞,
明察,,生物活动,心理活动,了解,
跃,,生物活动,肢体动作,跳跃,
扬眉笑问,,,,,
防窃,,,,,
处治,,社会活动,司法,惩办,
阔,,性质与状态,形貌,宽窄,
阔,,性质与状态,性状,精简,
痴迷不悟,,,,,
哈腰陪笑,,,,,
献花,,社会活动,帮助,赠送,
挠头,,生物活动,肢体动作,按触,
有功者,,,,,
苦战状,,,,,
降格,,生物活动,际遇,失意,
讥评,,社会活动,社交,批评,
穷源溯流,,社会活动,文教,研究,
大费周章,,,,,
合身,,性质与状态,性质,对错,
解药,,,,,
补种,,社会活动,生产,耕作,
订购,,社会活动,经贸,买卖,
炮制,,生物活动,生活工作,惹事,
瞥视,,生物活动,头部动作,看听嗅,
施策,,,,,
正式,,性质与状态,性质,正规业余,
掉轻心,,,,,
除此以外,,,,,
殷勤备,,,,,
粗制滥造,,性质与状态,才品,慎疏,
通汇,,,,,
鼓噪,,生物活动,头部动作,叫喊,
鼓噪,,性质与状态,情状,闹静,
体面,,性质与状态,性质,荣辱,
助残,,社会活动,帮助,帮助,
唯唯诺诺,,性质与状态,性质,贵贱,
强作,,,,,
护卫,,社会活动,战争,守卫,
敷衍应酬,,,,,
大意不得,,,,,
浅尝辄止,,性质与状态,才品,能庸,
达观,,性质与状态,才品,乐悲,
呆坐,,,,,
屏除,,运动与变化,数量变化,消除,
朴实,,性质与状态,性状,精简,
朴实,,性质与状态,才品,善恶,
推祟,,,,,
购物,,社会活动,经贸,买卖,
菲薄待遇,,,,,
易如反掌,,性质与状态,性质,难易,
叫苦不迭,,社会活动,社交,说话,
牵头,,生物活动,际遇,进退,
不亚于,,运动与变化,判断,不同,
推脱,,社会活动,帮助,协商,
一片诚心,,,,,
难舍难离,,,,,
来势汹汹,,,,,
借助于,,,,,
糊里糊涂,,性质与状态,才品,智愚,
矫枉过正,,运动与变化,判断,不同,
欠妥,,性质与状态,性质,对错,
绞,,生物活动,肢体动作,包扎,
绞,,生物活动,肢体动作,切割,
绞,,运动与变化,方位变化,交错,
生吃,,生物活动,头部动作,吃喝,
摸头挠痒,,,,,
大感,,,,,
历久而弥新,,,,,
字字珠玑,,,,,
回响,,,,,
渴切,,,,,
铺,,生物活动,肢体动作,放置,
铺,,社会活动,生产,建造,
斥叱,,,,,
莫名,,,,,
调情,,生物活动,生活工作,婚恋,
延宕,,运动与变化,事态变化,推迟,
上佳,,性质与状态,性质,好坏,
闭合,,运动与变化,方位变化,伸缩,
褒贬,,社会活动,管理,调查考评,
宰,,社会活动,生产,畜牧,
泰然自若,,生物活动,心理活动,安心,
摆明,,社会活动,社交,表达,
拿主意,,社会活动,管理,议决,
深造,,社会活动,文教,学习,
散齿,,,,,
不能不在乎,,,,,
推理,,生物活动,心理活动,估测,
油灯,,,,,
若有若,,,,,
怜香惜玉,,,,,
心悦口服,,,,,
引爆,,生物活动,生活工作,起居,
相惜,,,,,
颐气,,,,,
呼三喝四,,,,,
呕心沥血,,生物活动,心理活动,思考,
切中要害,,,,,
调理,,生物活动,生活工作,起居,
出来,,生物活动,生活工作,走动,
送达,,社会活动,帮助,取予,
机读,,社会活动,文教,阅读,
异口同声,,运动与变化,判断,相同,
捉着迷藏,,,,,
加宽,,运动与变化,数量变化,增加,
猜凝,,,,,
浅,,性质与状态,形貌,深浅厚薄,
浅,,性质与状态,知觉,浓淡艳素,
浅,,性质与状态,性状,久暂,
浅,,性质与状态,性质,难易,
浅,,性质与状态,性质,重轻,
永诀,,生物活动,际遇,聚散,
越矩,,,,,
不无关系,,,,,
牵牵念念,,,,,
供汇,,,,,
自恋,,,,,
打躬行礼,,,,,
家教,,,,,
释疑,,社会活动,文教,研究,
痛悔莫及,,,,,
较劲,,社会活动,文教,比赛,
较劲,,社会活动,战争,斗争,
运筹,,生物活动,心理活动,计划,
可惜,,生物活动,心理活动,爱护,
横行,,性质与状态,才品,进守,
嫌厌,,生物活动,心理活动,厌恶,
薄,,性质与状态,形貌,深浅厚薄,
薄,,性质与状态,知觉,滋味,
薄,,性质与状态,性状,密疏,
薄,,性质与状态,性状,稠稀,
发慈悲,,社会活动,帮助,帮助,
无动于中,,,,,
吓吓,,,,,
配图,,,,,
一对一,,,,,
孤单,,性质与状态,情状,闹静,
皴,,运动与变化,物态变化,损坏,
怯畏,,,,,
拉拉,,,,,
积弱,,性质与状态,性状,健弱,
一家子,,,,,
如常,,性质与状态,性质,常异,
吟赞,,,,,
拦蓄,,社会活动,生产,治水治污,
献血,,社会活动,帮助,赠送,
铆,,社会活动,生产,加工,
贯有,,,,,
阴险,,性质与状态,才品,善恶,
心怀慈悲,,,,,
毫不容赦,,,,,
深谋远虑,,生物活动,心理活动,计划,
深谋远虑,,性质与状态,才品,能庸,
敬若,,,,,
惮,,生物活动,心理活动,害怕,
痛诉,,社会活动,社交,说话,
饶有兴味,,,,,
攻城略地,,社会活动,战争,攻占,
外行人,,,,,
蒙骗,,社会活动,争斗,欺负瞒骗,
展升,,,,,
施打,,,,,
失于,,,,,
各得其所,,性质与状态,性质,对错,
云道,,,,,
无置可否,,,,,
弹唱,,社会活动,文教,演出,
跪倒,,生物活动,全身动作,行礼,
旧识,,,,,
狮吼,,,,,
调养,,生物活动,生活工作,起居,
排拒绝,,,,,
请退,,,,,
流恋,,,,,
挑毛病,,,,,
力行,,运动与变化,事态变化,进行,
力行,,性质与状态,才品,慎疏,
由敬生畏,,,,,
仰赖,,运动与变化,判断,相关,
妒羡交加,,,,,
衣,,,,,
破涕为笑,,生物活动,表情,哭笑,
摸透,,生物活动,心理活动,了解,
依念,,,,,
牵线搭桥,,社会活动,社交,介绍,
好看,,性质与状态,性状,美丑,
通报道,,,,,
俟,,社会活动,社交,交际,
侧目面视,,,,,
妍,,性质与状态,性状,美丑,
义愤填鹰,,,,,
停伐,,,,,
勉为其难,,社会活动,争斗,侵害,
孤注一掷,,生物活动,生活工作,惹事,
钻营,,社会活动,司法,违法,
亲力亲为,,,,,
黑棋,,,,,
威力,,,,,
打回票,,,,,
死缠耍赖,,,,,
英雄,,,,,
丧声歪气,,,,,
欢迎不暇,,,,,
杀头,,社会活动,司法,惩办,
撒手,,生物活动,肢体动作,放置,
上纲上线,,,,,
受宠若惊,,生物活动,心理活动,高兴,
痛击,,社会活动,战争,进攻,
来犯,,社会活动,争斗,侵害,
引见,,社会活动,社交,介绍,
喊打喊杀,,,,,
评骘,,,,,
伪装,,生物活动,表情,假装,
散射,,运动与变化,自然现象变化,照射发光,
挚切,,,,,
逢迎谄媚,,,,,
知足,,生物活动,心理活动,高兴,
玩火,,生物活动,生活工作,惹事,
心怡,,,,,
熏染,,运动与变化,判断,导致,
嬉皮,,,,,
让言,,,,,
复训,,,,,
抚琴,,社会活动,文教,演出,
宰割,,,,,
藐,,,,,
播送,,运动与变化,事态变化,传播,
攀升,,运动与变化,数量变化,增加,
获利,,社会活动,经贸,买卖,
得不偿失,,生物活动,际遇,收益,
轧,,社会活动,生产,冶炼提纯,
轧,,社会活动,争斗,决裂,
轧,,性质与状态,情状,闹静,
性扰,,,,,
软声请求,,,,,
谨小慎微,,性质与状态,才品,慎疏,
扯扯,,,,,
嗔骂,,,,,
撤离,,运动与变化,方位变化,靠近相隔,
排堵,,,,,
攻讦,,社会活动,社交,批评,
自尊,,,,,
推选,,社会活动,管理,任免,
奢侈品,,,,,
呷意,,,,,
来意,,,,,
存不轨,,,,,
添增,,,,,
装装,,,,,
趋之若矛鹜,,,,,
魅笑,,,,,
上锁,,生物活动,肢体动作,按触,
飘气球站,,,,,
伏伏贴贴,,,,,
幢憬,,,,,
限级,,,,,
承保,,生物活动,生活工作,参与,
补涨,,,,,
滋扰,,生物活动,生活工作,惹事,
立帐,,,,,
办到,,运动与变化,事态变化,结束,
胡言乱语,,社会活动,社交,说话,
趋之若鹅,,,,,
舌战,,社会活动,争斗,辩说,
监说,,,,,
敬若神明,,,,,
该死,,性质与状态,性质,好坏,
作罢,,运动与变化,事态变化,结束,
席卷,,运动与变化,判断,包含,
众见纷纭,,,,,
正中下怀,,生物活动,心理活动,高兴,
遗赠,,社会活动,帮助,赠送,
如上,,,,,
挺起,,生物活动,全身动作,屈伸,
做梦,,生物活动,生理活动,睡眠,
做梦,,生物活动,心理活动,思考,
放羊,,社会活动,生产,畜牧,
销魂,,生物活动,心理活动,沉迷,
及时雨,,,,,
心悦,,,,,
炸叽叽,,,,,
再见锺情,,,,,
撂,,生物活动,肢体动作,放置,
出谋献计,,,,,
不卑不亢,,性质与状态,性质,对错,
嘟嘟嚷嚷,,,,,
嘘气,,,,,
百益而无一害,,,,,
流动,,运动与变化,方位变化,流动浸泡,
识拔,,,,,
叛变,,社会活动,战争,投降,
兴灾乐祸,,,,,
满断,,,,,
拒婚,,,,,
逛荡,,生物活动,生活工作,娱乐,
奔窜,,生物活动,生活工作,走动,
冲入,,,,,
哆嗦,,生物活动,全身动作,翻滚,
只见,,,,,
反激,,,,,
拥吻,,,,,
怒目相瞪,,,,,
害多利少,,,,,
心怀叵测,,性质与状态,才品,善恶,
大开口,,,,,
预订,,社会活动,经贸,买卖,
冷眼相待,,,,,
闪亮,,运动与变化,自然现象变化,照射发光,
弃恶向,,,,,
好处,,,,,
臭骂,,社会活动,争斗,辩说,
强暴,,社会活动,司法,违法,
强暴,,性质与状态,才品,善恶,
下血毒,,,,,
勇敢,,性质与状态,才品,坚懦,
嗥哮,,,,,
节衣缩食,,性质与状态,才品,俭奢,
折射,,运动与变化,自然现象变化,照射发光,
寓,,运动与变化,判断,包含,
事不关己,,,,,
归位,,生物活动,生活工作,使用,
仆,,生物活动,全身动作,翻滚,
嘱托,,社会活动,社交,请求,
夺权,,社会活动,战争,斗争,
探触,,,,,
拍马,,社会活动,争斗,结伙,
莞尔笑,,,,,
电击,,生物活动,肢体动作,按触,
奔放不羁,,,,,
避嫌,,运动与变化,事态变化,未然,
来真,,,,,
博爱,,生物活动,心理活动,喜欢,
口是心非,,性质与状态,才品,诚伪,
鞭打,,生物活动,肢体动作,按触,
吮吮,,,,,
苦难,,,,,
抽烟,,生物活动,头部动作,呼吸,
淡然,,性质与状态,才品,谦傲,
青昧,,,,,
捂住,,,,,
起义,,社会活动,战争,斗争,
点名,,社会活动,管理,调动,
点名,,社会活动,管理,调查考评,
到此为止,,,,,
羡爱,,,,,
卑屈,,,,,
切中,,生物活动,际遇,成功,
射精,,生物活动,生理活动,性行为,
制药,,社会活动,文教,医治,
回传,,,,,
抱抱,,,,,
应答如流,,,,,
高张,,,,,
通情达理,,性质与状态,才品,进守,
一刀两断,,社会活动,争斗,决裂,
回想,,生物活动,心理活动,回忆,
啸寒问暖,,,,,
抵死不从,,,,,
消息,,,,,
称职,,性质与状态,性质,对错,
有名,,性质与状态,性质,贵贱,
爱搭不爱理,,,,,
念道,,,,,
面红耳斥,,,,,
死尽忠心,,,,,
急于,,生物活动,心理活动,害怕,
肉体,,,,,
吼吼叫叫,,,,,
撒气,,生物活动,心理活动,愤怒,
肉欲,,,,,
一生,,,,,
着着,,,,,
归类,,生物活动,生活工作,使用,
冥顽不灵,,性质与状态,才品,进守,
气指颐使,,,,,
前嫌尽释,,,,,
喝大,,,,,
想方设法,,生物活动,心理活动,思考,
阴,,运动与变化,自然现象变化,天气变化,
阴,,性质与状态,知觉,冷暖,
阴,,性质与状态,性状,雄雌,
阴,,性质与状态,性质,显隐,
阴,,性质与状态,才品,善恶,
没得说,,,,,
拘,,社会活动,司法,逮捕,
自律,,生物活动,心理活动,隐忍,
剩下来,,,,,
单刀直入,,性质与状态,才品,刚柔,
单挑,,社会活动,争斗,动武,
忌视,,,,,
杞人忧天,,生物活动,心理活动,悲伤,
倒戈,,社会活动,战争,投降,
推涌,,,,,
装不在乎,,,,,
揭穿,,运动与变化,事态变化,出现,
碍手碍脚,,性质与状态,性质,利弊,
屈就,,社会活动,社交,问候,
喝五吆六,,,,,
包藏,,生物活动,生活工作,使用,
严刻,,,,,
面无惧色,,,,,
喜讯,,,,,
铁面无情,,,,,
呼名道姓,,,,,
作呕,,生物活动,心理活动,厌恶,
引以为友,,,,,
大动其火,,,,,
敬敬,,,,,
帖,,,,,
耐烦心,,,,,
专业,,性质与状态,性质,正规业余,
冰言冰语,,,,,
猥亵,,社会活动,司法,违法,
猥亵,,性质与状态,才品,高下,
不理不,,,,,
挡架,,,,,
来路,,,,,
名不符实,,,,,
请罪,,社会活动,社交,感谢道歉,
从宽,,生物活动,生活工作,使用,
从宽,,社会活动,司法,赦免,
折辱,,社会活动,争斗,欺负瞒骗,
高瞻远瞩,,性质与状态,才品,能庸,
过目即,,,,,
混顺,,,,,
点说,,,,,
心惊胆裂,,,,,
冷眼相视,,,,,
流连,,生物活动,心理活动,喜欢,
挺身,,生物活动,全身动作,屈伸,
悬念,,生物活动,心理活动,回忆,
效力,,生物活动,生活工作,参与,
毫不足道,,,,,
绝口不谈,,,,,
整饬,,社会活动,管理,部署,
整饬,,性质与状态,情状,齐乱,
谦冲,,,,,
通用,,生物活动,生活工作,使用,
摒除,,运动与变化,数量变化,消除,
用辞,,,,,
执迷,,,,,
弃权,,运动与变化,数量变化,消除,
击棗,,,,,
挑肥,,,,,
一见,,,,,
喷茶,,,,,
毁评,,,,,
禁欲,,生物活动,心理活动,隐忍,
生说,,,,,
呦,,,,,
干吗,,,,,
托绝,,,,,
传功,,,,,
放宽松,,,,,
咬耳朵,,社会活动,社交,说话,
还愿,,社会活动,社交,交际,
黏,,性质与状态,性状,稠稀,
另类,,性质与状态,性质,常异,
此时此刻,,,,,
没的说,,,,,
背信食言,,,,,
踌躇不前,,,,,
法律,,,,,
卑鄙,,性质与状态,才品,高下,
严明,,性质与状态,才品,公私,
下命令,,,,,
守时,,社会活动,帮助,协商,
忠贞不,,,,,
东张西望,,生物活动,头部动作,看听嗅,
平视,,生物活动,头部动作,看听嗅,
扑叫,,,,,
默不作声,,生物活动,表情,黯然,
抹黑,,社会活动,社交,批评,
同仇敌,,,,,
闹情绪,,生物活动,心理活动,愤怒,
消遣,,生物活动,生活工作,娱乐,
灵敏,,性质与状态,才品,智愚,
天空,,,,,
人侵,,,,,
送送,,,,,
减肥,,生物活动,生活工作,起居,
强悍,,性质与状态,才品,坚懦,
下雨,,运动与变化,自然现象变化,天气变化,
强取豪夺,,,,,
照拂有加,,,,,
以不为然,,,,,
放停,,,,,
大海,,,,,
解约,,社会活动,管理,禁止,
取用,,,,,
跳脱,,,,,
受聘,,生物活动,生活工作,婚恋,
细声细语,,,,,
心有余而力不足,,,,,
受力,,,,,
各尽其职,,,,,
打折,对象,社会活动,经贸,买卖,
七嘴八舌,对象,性质与状态,情状,闹静,
体悟,对待,生物活动,心理活动,了解,
投契,,运动与变化,判断,相配,
冷眼相向,对待,生物活动,生理活动,忽视,
充入,,,,,
紊乱,,性质与状态,情状,齐乱,
阴笑,,生物活动,表情,哭笑,
回用,,,,,
辞云,,,,,
辅助,,社会活动,帮助,帮助,
辅助,,性质与状态,性质,主次,
愚弄,,社会活动,争斗,欺负瞒骗,
疏慢,,,,,
下谕,,,,,
相提并论,,生物活动,心理活动,关注,
百里挑一,,生物活动,生活工作,使用,
求贤若渴,对待,生物活动,心理活动,喜欢,
立传,对象,社会活动,文教,写作,
啰唆,,,,,
扯葫芦,,,,,
摸捏,,,,,
顶真,对待,性质与状态,才品,慎疏,
爱理不睬,对待,生物活动,生理活动,忽视,
统揽,,生物活动,生活工作,参与,
阻遏,对象,社会活动,争斗,纠缠,
咳,对象,生物活动,生理活动,患病,
摇尾乞怜,对象,社会活动,社交,请求,
思厚,,,,,
敷,,生物活动,肢体动作,包扎,
知心,,性质与状态,性质,亲疏,
问讯,,社会活动,社交,问候,
驾定,,,,,
精干,,性质与状态,才品,能庸,
督谢,,,,,
向来,,,,,
理直气壮,,性质与状态,性质,对错,
截流,,社会活动,生产,治水治污,
不拘一格,,性质与状态,性质,常异,
驭说,,,,,
摄,,社会活动,文教,拍摄,
诊,,,,,
题诗,,社会活动,文教,写作,
死缠栏打,,,,,
主刀,,社会活动,文教,医治,
敲打,,生物活动,肢体动作,按触,
演唱,,社会活动,文教,演出,
排布,,,,,
傲视,,生物活动,心理活动,忽视,
傲视,,性质与状态,才品,谦傲,
抢修,,社会活动,生产,维修养护,
诉辩,,,,,
控辩式,,,,,
羁押,,社会活动,司法,惩办,
人造,,性质与状态,性质,原生人造,
不容忽视,,,,,
惊喜万分,,,,,
触发,,运动与变化,判断,导致,
冥想,,生物活动,心理活动,思考,
隐伏,,生物活动,生活工作,走动,
于世无补,,,,,
暴起,,,,,
生火,,生物活动,生活工作,起居,
仗义,,性质与状态,才品,公私,
断然决绝,,,,,
纠结,,生物活动,心理活动,悲伤,
纠结,,运动与变化,方位变化,交错,
至始至终,,,,,
咬耳,,,,,
痴缠不,,,,,
大公无私,,性质与状态,才品,公私,
梦绕魂牵,,,,,
疗伤,,,,,
回府,,社会活动,交通,经抵,
毫无所动,,,,,
谋私,,社会活动,司法,违法,
务,,,,,
刮目相待,,生物活动,心理活动,关注,
听其言,,,,,
赞称,,,,,
愤,,,,,
精准,,,,,
激切,,性质与状态,性质,重轻,
粲然一笑,,生物活动,表情,哭笑,
解压缩,,,,,
诉冤,,社会活动,司法,诉讼,
弄影,,,,,
搭腔,,社会活动,社交,说话,
时兴,,运动与变化,事态变化,传播,
时兴,,性质与状态,性状,新旧,
安息,,生物活动,生理活动,睡眠,
搞定,,运动与变化,事态变化,结束,
施拜,,,,,
发晕,,性质与状态,才品,智愚,
e见钟情,,,,,
耳目一新,,运动与变化,物态变化,好转,
厌慑,,,,,
灭绝,,运动与变化,事态变化,消失,
托辞,,社会活动,帮助,协商,
犯下,,,,,
拔苗助长,,生物活动,心理活动,害怕,
蒙然,,,,,
成精,,生物活动,际遇,得志,
掠取,,社会活动,司法,违法,
